2005-09-10, Buffalo,50,29,73,27,9,9,53,0,2,2,17,3,1,0,1729,0, Syracuse,348,55,139,22,10,7,57,0,0,12,16,5,4,2,1871,31
2005-09-10, Army,96,35,154,32,17,9,65,1,2,8,16,6,1,0,1740,7, Boston College,175,41,289,28,22,7,52,0,0,12,15,7,3,3,1772,44
2005-09-10, SE Missouri St,20,32,275,63,34,16,154,1,3,4,22,7,3,0,2138,12, Kent State,24,23,171,44,19,14,100,2,1,1,16,3,4,0,1342,33
2005-09-10, Akron,23,21,362,46,26,5,42,2,0,4,13,2,3,0,1433,24, Purdue,211,50,267,36,23,10,79,1,0,12,18,11,1,0,2167,49
2005-09-10, San Jose State,15,25,216,30,19,5,46,0,1,1,14,3,1,0,1555,19, Illinois,243,53,249,29,20,8,46,0,1,13,14,6,0,0,2045,40
2005-09-10, Utah State,163,38,95,25,12,5,35,1,1,11,14,4,2,1,1755,7, Utah,242,49,268,22,18,5,45,2,0,13,10,3,1,1,1845,31
2005-09-15, Utah,109,50,208,31,15,6,40,1,1,6,23,8,2,2,2084,20, TCU,228,46,88,17,8,5,30,1,0,11,14,4,0,0,1516,23
2005-09-16, Houston,183,42,331,50,32,15,116,1,5,12,18,6,2,1,1845,41, UTEP,174,32,379,51,26,12,104,2,2,9,14,2,1,1,1755,44
2005-09-17, LA Tech,38,30,257,46,26,7,72,0,4,5,14,2,2,2,1864,14, Kansas,41,32,236,31,19,6,35,0,1,3,13,3,0,0,1736,34
2005-09-17, Grambling St,11,37,197,31,14,13,88,1,1,5,17,4,3,1,1746,7, Washington St,204,48,311,35,22,9,60,2,0,12,15,6,3,1,1854,48
2005-09-17, Ball State,93,29,127,26,14,2,12,0,1,8,13,3,2,2,1932,3, Auburn,390,35,182,22,17,6,47,0,0,14,8,7,1,1,1668,63
2005-09-17, Alabama,338,52,151,22,13,2,20,0,0,18,17,10,1,1,2227,37, South Carolina,71,19,185,39,21,4,25,1,1,5,12,4,2,1,1373,14
2005-09-17, Baylor,146,37,205,30,20,8,73,1,2,10,14,5,1,1,1735,20, Army,56,40,228,37,19,6,40,0,2,6,18,8,1,0,1865,10
2005-09-17, Sam Houston,58,28,195,41,20,10,106,1,0,4,13,3,1,1,1674,21, Texas Tech,120,26,650,55,41,15,142,0,0,8,10,6,1,1,1926,80
2005-09-17, Ole Miss,124,28,276,35,17,8,85,1,0,4,15,4,2,2,1356,23, Vanderbilt,209,49,314,41,24,7,50,1,0,14,18,11,0,0,2244,31
2005-09-17, Akron,102,39,319,43,23,8,49,0,3,6,14,7,2,0,2154,17, Mid Tennessee,54,23,157,40,23,10,100,1,0,3,19,8,1,0,1446,7
2005-09-17, Kentucky,77,25,140,20,11,5,30,1,0,4,10,2,1,0,1103,14, Indiana,305,60,135,22,17,9,80,0,0,15,16,8,4,3,2497,38
2005-09-17, W Carolina,82,34,202,40,20,5,55,0,3,6,16,5,1,0,1890,3, Cincinnati,185,41,88,24,10,7,53,1,1,12,13,3,0,0,1710,7
2005-09-17, McNeese State,74,29,182,25,13,4,40,2,2,5,10,1,1,0,1476,20, Southern Miss,197,50,259,32,20,8,69,1,3,14,14,8,2,1,2124,48
2005-09-17, VMI,70,34,109,22,14,4,24,1,2,5,14,4,1,0,1720,14, Duke,235,45,116,23,13,5,45,3,0,11,13,6,2,2,1880,40
2005-09-17, Northwestern,180,32,236,38,25,4,48,1,0,10,12,2,2,0,1453,21, Arizona State,290,45,483,39,27,15,142,1,0,11,14,7,2,2,2147,52
2005-09-17, Arkansas State,200,47,122,24,11,16,100,2,1,11,17,8,1,0,2107,10, Oklahoma State,125,31,148,21,8,12,69,3,0,5,12,3,0,0,1493,20
2005-09-17, FSU,13,19,231,38,20,3,23,2,1,3,13,5,0,0,1343,28, Boston College,140,48,240,42,27,5,35,0,2,8,18,8,1,0,2257,17
2005-09-17, Wisconsin,166,52,138,23,14,8,74,1,0,11,17,6,3,1,2144,14, UNC,57,25,281,37,16,12,115,0,1,1,16,3,2,0,1456,5
2005-09-17, Arkansas,197,52,129,26,12,7,48,0,2,11,18,8,0,0,2049,17, USC,291,33,445,34,23,4,23,0,0,10,8,4,3,2,1551,70
2005-09-17, UL Monroe,88,38,123,34,18,10,55,3,1,7,17,7,1,1,2209,7, Georgia,280,29,263,24,16,11,99,2,0,12,9,3,0,0,1391,44
2005-09-17, S Illinois,117,35,241,30,15,9,67,1,2,7,11,4,1,0,1536,28, W Michigan,172,36,268,46,27,12,74,0,2,8,18,8,2,1,2064,34
2005-09-17, SMU,39,26,309,45,23,8,61,2,2,4,18,8,4,1,1886,8, Texas A&M,309,44,405,27,18,6,42,1,0,16,9,5,2,1,1714,66
2005-09-17, FAU,92,39,154,30,13,9,79,0,1,3,18,6,3,1,1926,7, Minnesota,349,48,230,21,10,2,15,1,0,17,11,6,2,0,1674,46
2005-09-17, UConn,129,33,67,25,7,8,57,1,3,2,17,3,1,0,1532,13, Georgia Tech,165,54,142,30,11,9,61,2,0,15,16,3,4,1,2068,28
2005-09-17, West Virginia,301,64,86,11,8,9,68,1,0,13,19,9,0,0,2140,31, Maryland,50,29,291,31,20,4,30,1,0,2,13,2,3,1,1460,19
2005-09-17, Tulsa,213,41,193,22,13,3,30,0,0,11,12,4,2,1,1762,54, North Texas,70,36,59,22,10,12,111,1,2,5,15,2,0,0,1838,2
2005-09-17, E Kentucky,48,31,180,37,10,8,59,3,2,5,14,1,0,0,1702,10, North Carolina St,189,42,286,28,18,8,77,3,1,10,11,2,1,1,1898,54
2005-09-17, Wyoming,68,33,267,29,19,4,40,1,0,4,15,7,1,1,1679,29, Air Force,286,63,53,12,4,8,50,1,2,17,13,6,3,3,1921,28
2005-09-17, Pitt,114,36,190,28,11,4,35,0,0,7,14,1,1,1,1637,6, Nebraska,174,48,93,20,10,11,91,0,0,12,15,3,2,2,1963,7
2005-09-17, Cent Michigan,14,39,158,38,25,9,74,0,0,2,20,4,3,1,1901,3, Penn State,138,31,381,36,22,4,29,2,1,9,11,4,0,0,1699,40
